r [M],theta [deg],chord [M]
0.07,23.606495311425167,0.016438898476960284
0.07434343434343435,23.431446950254532,0.017601679684885747
0.0786868686868687,23.290249110075507,0.018860331829415104
0.08303030303030304,23.158662343164906,0.02020225801867388
0.08737373737373738,23.043874602332085,0.021614601097442572
0.09171717171717172,22.939784207542804,0.023084379813383557
0.09606060606060607,22.841533754883308,0.02459861431441721
0.10040404040404041,22.745344245990566,0.026144441312239516
0.10474747474747476,22.64830153420806,0.027709219244564657
0.1090909090909091,22.548182870095186,0.02928062376626706
0.11343434343434344,22.44331695282787,0.0308467338971885
0.11777777777777779,22.33247154329771,0.03239610915196704
0.12212121212121213,22.21476349568913,0.03391785797483589
0.12646464646464647,22.08958688271866,0.035401697799931
0.13080808080808082,21.9565556495983,0.03683800705523772
0.13515151515151516,21.815457898320354,0.038217869425897645
0.1394949494949495,21.66621946761875,0.03953311069018807
0.14383838383838385,21.50887493939081,0.04077632843907801
0.1481818181818182,21.343544580392585,0.041940914987854704
0.15252525252525254,21.17041603170609,0.04302107378590696
0.15686868686868688,20.989729800675043,0.044011829628342075
0.16121212121212122,20.801767802280395,0.04490903297070453
0.16555555555555557,20.606844349159356,0.04570935864565523
0.1698989898989899,20.405299109837987,0.046410299278061874
0.17424242424242425,20.19749164987724,0.04701015369254192
0.1785858585858586,19.983797245822217,0.04750801060509076
0.18292929292929294,19.764603721290044,0.04790372788801824
0.18727272727272729,19.540309101534643,0.04819790769500889
0.19161616161616163,19.311319919971293,0.048391867730711566
0.19595959595959597,19.078050039452602,0.0484876089468558
0.20030303030303032,18.840919874135373,0.04848777994448234
0.20464646464646466,18.600355915795753,0.04839563835946805
0.208989898989899,18.35679048239465,0.04821500950611493
0.21333333333333335,18.11066161732006,0.047950242551165326
0.2176767676767677,17.86241307562463,0.047606164488195664
0.22202020202020203,17.612494339210357,0.04718803217993222
0.22636363636363638,17.361360606668836,0.04670148273362486
0.23070707070707072,17.10947270569393,0.046152482472203764
0.23505050505050507,16.857296876936488,0.04554727476153697
0.2393939393939394,16.60530437815376,0.04489232695169634
0.24373737373737375,16.353970856817465,0.04419427668773247
0.2480808080808081,16.103775438315907,0.043459877843048084
0.25242424242424244,15.855199475905803,0.04269594632605208
0.25676767676767676,15.608724908095795,0.041909306008366815
0.2611111111111111,15.364832169719113,0.04110673502045297
0.2654545454545455,15.123997605207775,0.040294912658106564
0.2697979797979798,14.886690337223436,0.039480367140874585
0.27414141414141413,14.653368551594284,0.03866942446102645
0.2784848484848485,14.424475171216386,0.037868158559309764
0.2828282828282829,14.20043290789215,0.037082343061310155
0.2871717171717172,13.981638702503849,0.036317404805825286
0.2915151515151515,13.768457590642196,0.0355783793942556
0.2958585858585859,13.56121606254114,0.03486986898760415
0.30020202020202025,13.36019502199598,0.03419600257526999
0.30454545454545456,13.165622487201059,0.03356039893740998
0.3088888888888889,12.977666214674485,0.03296613252023571
0.31323232323232325,12.796426462438157,0.0324157024412025
0.3175757575757576,12.621929136651328,0.03191100483863957
0.32191919191919194,12.454119583039104,0.03145330877796067
0.3262626262626263,12.29285728712483,0.031043235924186254
0.3306060606060606,12.137911732796207,0.03068074418809901
0.33494949494949494,11.988959635924122,0.0303651155509458
0.3392929292929293,11.8455837193522,0.030094948270190366
0.3436363636363637,11.70727313042501,0.02986815366641199
0.347979797979798,11.57342552710657,0.029681957689036607
0.3523232323232323,11.44335077986443,0.02953290745617791
0.3566666666666667,11.316276160690553,0.029416882961457308
0.36101010101010106,11.191352824412979,0.029329114138262294
0.3653535353535354,11.067663336120338,0.02926420346949443
0.3696969696969697,10.944229965471303,0.029216154328448964
0.37404040404040406,10.820023455041541,0.02917840523405914
0.37838383838383843,10.693971974599416,0.029143870201329802
0.38272727272727275,10.564969993362793,0.029104985365375487
0.38707070707070707,10.431886833644427,0.029053762055069786
0.39141414141414144,10.29357470696592,0.028981846489903564
0.3957575757575758,10.148876072771051,0.02888058627124096
0.4001010101010101,9.996630195716934,0.028741103836753098
0.40444444444444444,9.835678806145488,0.028554377044400534
0.4087878787878788,9.66487078623999,0.02831132704992678
0.4131313131313132,9.483065808296594,0.028002913639416167
0.4174747474747475,9.289136837948133,0.027620238176060533
0.4218181818181818,9.0819713794139,0.027154654317870276
0.4261616161616162,8.860471274894122,0.02659788666065661
0.43050505050505056,8.623550764718846,0.02594215745820276
0.4348484848484849,8.370132349821734,0.02518032156913312
0.4391919191919192,8.099139741233087,0.024306009777580465
0.44353535353535356,7.8094867764704565,0.023313780632342327
0.44787878787878793,7.500060530043839,0.022199280946809213
0.45222222222222225,7.169695761141316,0.020959415099537707
0.45656565656565656,6.8171359749944616,0.019592523272933284
0.46090909090909093,6.440973022969483,0.018098568765098653
0.4652525252525253,6.039550843906712,0.01647933450749431
0.4695959595959596,5.610806295698902,0.014738628918649306
0.47393939393939394,5.151992806125503,0.01288250122175136
0.4782828282828283,4.659168459212892,0.010919466351536587
0.4826262626262627,4.126160193773397,0.00886073957349022
0.486969696969697,3.5421861247511512,0.00672048093596064
0.4913131313131313,2.885216451163996,0.004516049673380394
0.4956565656565657,2.0954179353497806,0.002268268676379105
0.5,0.53827643270578,1.6991421640142723e-06
